"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"Sep., 2023 "	"2023/09"	35	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2023 "	"2023/10"	40	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2023 "	"2023/11"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2023 "	"2023/12"	23	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2018"	"2018/01"	248	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2018"	"2018/02"	212	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2018"	"2018/03"	240	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2018"	"2018/04"	235	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2018"	"2018/05"	236	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2018"	"2018/06"	212	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2018"	"2018/07"	247	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2018"	"2018/08"	206	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2018"	"2018/09"	225	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2018"	"2018/10"	252	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2018"	"2018/11"	201	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2018"	"2018/12"	256	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2019"	"2019/01"	196	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2019"	"2019/02"	182	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2019"	"2019/03"	216	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2019"	"2019/04"	204	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2019"	"2019/05"	268	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2019"	"2019/06"	231	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2019"	"2019/07"	237	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2019"	"2019/08"	263	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2019"	"2019/09"	259	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2019"	"2019/10"	240	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2019"	"2019/11"	259	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2019"	"2019/12"	291	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2020"	"2020/01"	275	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2020"	"2020/02"	282	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2020"	"2020/03"	300	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2020"	"2020/04"	347	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2020"	"2020/05"	412	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2020"	"2020/06"	312	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2020"	"2020/07"	304	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2020"	"2020/08"	302	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2020"	"2020/09"	289	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2020"	"2020/10"	245	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2020"	"2020/11"	292	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2020"	"2020/12"	269	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2021"	"2021/01"	257	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2021"	"2021/02"	243	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2021"	"2021/03"	330	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	365	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	322	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	324	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2021"	"2021/07"	360	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2021"	"2021/08"	332	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2021"	"2021/09"	303	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2021"	"2021/10"	328	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2021"	"2021/11"	328	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2021"	"2021/12"	351	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2022"	"2022/01"	378	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2022"	"2022/02"	315	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2022"	"2022/03"	334	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2022"	"2022/04"	304	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2022"	"2022/05"	329	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2022"	"2022/06"	287	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	292	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	329	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	321	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2022"	"2022/10"	323	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2022"	"2022/11"	373	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2022"	"2022/12"	357	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2023 "	"2023/01"	303	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2023 "	"2023/02"	297	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2023 "	"2023/03"	346	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 "	"2023/04"	317	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 "	"2023/05"	337	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 "	"2023/06"	296	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2023 "	"2023/07"	261	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023 "	"2023/08"	314	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023 "	"2023/09"	273	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2023 "	"2023/10"	290	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2023 "	"2023/11"	285	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2023 "	"2023/12"	280	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2018"	"2018/01"	146	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2018"	"2018/02"	133	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2018"	"2018/03"	152	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2018"	"2018/04"	146	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2018"	"2018/05"	125	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2018"	"2018/06"	140	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2018"	"2018/07"	149	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2018"	"2018/08"	139	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2018"	"2018/09"	135	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2018"	"2018/10"	159	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2018"	"2018/11"	125	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2018"	"2018/12"	135	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2019"	"2019/01"	123	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2019"	"2019/02"	128	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2019"	"2019/03"	171	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2019"	"2019/04"	140	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2019"	"2019/05"	151	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2019"	"2019/06"	134	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2019"	"2019/07"	151	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2019"	"2019/08"	141	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2019"	"2019/09"	139	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2019"	"2019/10"	176	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2019"	"2019/11"	145	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2019"	"2019/12"	157	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	170	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	164	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	175	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	219	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	256	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	207	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	222	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	185	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	185	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	201	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	174	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	211	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	235	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	187	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	252	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	261	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	244	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	220	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	248	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	244	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	274	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	225	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	261	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	225	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022"	"2022/01"	233	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022"	"2022/02"	267	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022"	"2022/03"	247	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022"	"2022/04"	197	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022"	"2022/05"	200	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022"	"2022/06"	207	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022"	"2022/07"	263	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022"	"2022/08"	236	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022"	"2022/09"	215	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022"	"2022/10"	249	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022"	"2022/11"	204	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2022"	"2022/12"	216	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2023 "	"2023/01"	215	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2023 "	"2023/02"	189	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2023 "	"2023/03"	203	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2023 "	"2023/04"	195	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2023 "	"2023/05"	193	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2023 "	"2023/06"	176	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2023 "	"2023/07"	216	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2023 "	"2023/08"	210	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2023 "	"2023/09"	173	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2023 "	"2023/10"	180	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2023 "	"2023/11"	175	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2023 "	"2023/12"	160	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2018"	"2018/01"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2018"	"2018/02"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2018"	"2018/03"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2018"	"2018/04"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2018"	"2018/05"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2018"	"2018/06"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2018"	"2018/07"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2018"	"2018/08"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2018"	"2018/09"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2018"	"2018/10"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2018"	"2018/12"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2019"	"2019/01"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2019"	"2019/02"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2019"	"2019/03"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2019"	"2019/04"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2019"	"2019/05"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2019"	"2019/06"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2019"	"2019/07"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2019"	"2019/08"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2019"	"2019/09"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2019"	"2019/10"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2019"	"2019/11"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2019"	"2019/12"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2020"	"2020/01"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2020"	"2020/02"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2020"	"2020/03"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2020"	"2020/04"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2020"	"2020/05"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2020"	"2020/06"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2020"	"2020/07"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2020"	"2020/08"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2020"	"2020/09"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2020"	"2020/10"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2020"	"2020/11"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2020"	"2020/12"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2021"	"2021/01"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2021"	"2021/02"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2021"	"2021/03"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2021"	"2021/04"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2021"	"2021/05"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2021"	"2021/06"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2021"	"2021/07"	54	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2021"	"2021/08"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2021"	"2021/09"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2021"	"2021/10"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2021"	"2021/11"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2021"	"2021/12"	64	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2022"	"2022/01"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2022"	"2022/02"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2022"	"2022/03"	50	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2022"	"2022/04"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2022"	"2022/05"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2022"	"2022/06"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2022"	"2022/07"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2022"	"2022/08"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2022"	"2022/09"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2022"	"2022/10"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2022"	"2022/11"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2022"	"2022/12"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2023 "	"2023/01"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2023 "	"2023/02"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2023 "	"2023/03"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2023 "	"2023/04"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2023 "	"2023/05"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2023 "	"2023/06"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2023 "	"2023/07"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2023 "	"2023/08"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2023 "	"2023/09"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2023 "	"2023/10"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2023 "	"2023/11"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2023 "	"2023/12"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2018"	"2018/01"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2018"	"2018/02"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2018"	"2018/03"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2018"	"2018/04"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2018"	"2018/05"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2018"	"2018/06"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2018"	"2018/07"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2018"	"2018/08"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2018"	"2018/09"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2018"	"2018/10"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2018"	"2018/12"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2019"	"2019/01"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2019"	"2019/02"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2019"	"2019/03"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2019"	"2019/04"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2019"	"2019/05"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2019"	"2019/06"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2019"	"2019/07"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2019"	"2019/08"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2019"	"2019/09"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2019"	"2019/10"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2019"	"2019/11"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2019"	"2019/12"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2020"	"2020/01"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2020"	"2020/04"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2020"	"2020/05"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2020"	"2020/06"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2020"	"2020/07"	59	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2020"	"2020/08"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2020"	"2020/09"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2020"	"2020/10"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2020"	"2020/11"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2020"	"2020/12"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2021"	"2021/01"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2021"	"2021/02"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2021"	"2021/03"	77	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2021"	"2021/04"	59	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2021"	"2021/05"	54	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2021"	"2021/06"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	61	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	78	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	62	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	56	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	56	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	59	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	78	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	80	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 "	"2023/01"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 "	"2023/02"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 "	"2023/03"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 "	"2023/04"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 "	"2023/05"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 "	"2023/06"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 "	"2023/07"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 "	"2023/08"	54	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 "	"2023/09"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023 "	"2023/10"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023 "	"2023/11"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023 "	"2023/12"	50	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2018"	"2018/01"	114	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2018"	"2018/02"	126	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2018"	"2018/03"	112	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2018"	"2018/04"	127	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2018"	"2018/05"	100	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2018"	"2018/06"	123	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2018"	"2018/07"	119	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2018"	"2018/08"	141	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2018"	"2018/09"	113	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2018"	"2018/10"	121	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2018"	"2018/11"	110	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2018"	"2018/12"	101	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2019"	"2019/01"	129	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2019"	"2019/02"	112	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2019"	"2019/03"	134	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2019"	"2019/04"	133	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2019"	"2019/05"	112	Not Applicable	Not Applicable
